2026-04-27 09:25:53 | INFO | __main__ | ================================================================================
2026-04-27 09:25:53 | INFO | __main__ | Starting RAG architecture training with config /home/vicyesmo@upvnet.upv.es/human-value-detection-context-rag/configs/deberta-v3-large_doc_crossattn_rag.yaml
2026-04-27 09:25:53 | INFO | __main__ | Run: model=deberta variant=microsoft/deberta-v3-large context=doc rag_mode=cross_attention seed=1701 eval=True dry_run=False
2026-04-27 14:25:27 | INFO | __main__ | Best macro_f1=0.2812
2026-04-27 14:34:36 | INFO | __main__ | Test metrics - macro_f1=0.2744 micro_f1=0.3449
2026-04-27 14:34:36 | INFO | __main__ | ================================================================================
026-04-27 09:26:20 | INFO | value_context_rag.models.rag_training | Enabled gradient checkpointing on: doc_encoder, kb_encoder
2026-04-27 09:32:22 | INFO | value_context_rag.models.rag_training | train KB coverage: zero-valid-KB 0/44758 (0.00%)
2026-04-27 09:34:28 | INFO | value_context_rag.models.rag_training | validation KB coverage: zero-valid-KB 0/14904 (0.00%)
2026-04-27 09:34:28 | INFO | value_context_rag.models.rag_training | AdamW settings: lr=3e-06 wd=0.1 foreach=False fused=False
2026-04-27 09:35:46 | INFO | value_context_rag.models.rag_training | Resumed training from /home/vicyesmo@upvnet.upv.es/human-value-detection-context-rag/results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed1701_deberta-v3-large_last.pt (epoch 12)
2026-04-27 11:11:47 | INFO | value_context_rag.models.rag_training | Epoch 12/20 loss=0.0528 macro_f1=0.2776
2026-04-27 11:12:35 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed1701_deberta-v3-large_last.pt
2026-04-27 12:48:27 | INFO | value_context_rag.models.rag_training | Epoch 13/20 loss=0.0477 macro_f1=0.2693
2026-04-27 12:49:17 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed1701_deberta-v3-large_last.pt
2026-04-27 14:25:27 | INFO | value_context_rag.models.rag_training | Epoch 14/20 loss=0.0423 macro_f1=0.2718
2026-04-27 14:25:27 | INFO | value_context_rag.models.rag_training | Early stopping after 3 epochs without improvement
2026-04-27 14:25:27 | INFO | value_context_rag.data.dataset | Loading label names from raw data
2026-04-27 14:25:57 | INFO | value_context_rag.data.dataset | Loading split test
2026-04-27 14:27:49 | INFO | value_context_rag.models.rag_training | test KB coverage: zero-valid-KB 0/14569 (0.00%)
