2026-04-24 05:01:57 | INFO | __main__ | ================================================================================
2026-04-24 05:01:57 | INFO | __main__ | Starting RAG architecture training with config /home/vicyesmo@upvnet.upv.es/human-value-detection-context-rag/configs/deberta-v3-large_doc_crossattn_rag.yaml
2026-04-24 05:01:57 | INFO | __main__ | Run: model=deberta variant=microsoft/deberta-v3-large context=doc rag_mode=cross_attention seed=7 eval=True dry_run=False
2026-04-24 23:08:25 | INFO | __main__ | Best macro_f1=0.2803
2026-04-24 23:19:11 | INFO | __main__ | Test metrics - macro_f1=0.2818 micro_f1=0.3464
2026-04-24 23:19:11 | INFO | __main__ | ================================================================================
026-04-24 05:02:13 | INFO | value_context_rag.models.rag_training | Enabled gradient checkpointing on: doc_encoder, kb_encoder
2026-04-24 05:08:31 | INFO | value_context_rag.models.rag_training | train KB coverage: zero-valid-KB 0/44758 (0.00%)
2026-04-24 05:10:43 | INFO | value_context_rag.models.rag_training | validation KB coverage: zero-valid-KB 0/14904 (0.00%)
2026-04-24 05:10:44 | INFO | value_context_rag.models.rag_training | AdamW settings: lr=3e-06 wd=0.1 foreach=False fused=False
2026-04-24 06:47:12 | INFO | value_context_rag.models.rag_training | Epoch 1/20 loss=0.1311 macro_f1=0.0875
2026-04-24 06:48:22 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 08:24:54 | INFO | value_context_rag.models.rag_training | Epoch 2/20 loss=0.1107 macro_f1=0.1889
2026-04-24 08:26:04 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 10:02:38 | INFO | value_context_rag.models.rag_training | Epoch 3/20 loss=0.0997 macro_f1=0.2189
2026-04-24 10:03:35 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 11:40:11 | INFO | value_context_rag.models.rag_training | Epoch 4/20 loss=0.0929 macro_f1=0.2443
2026-04-24 11:42:00 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 13:18:35 | INFO | value_context_rag.models.rag_training | Epoch 5/20 loss=0.0870 macro_f1=0.2483
2026-04-24 13:20:47 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 14:57:21 | INFO | value_context_rag.models.rag_training | Epoch 6/20 loss=0.0815 macro_f1=0.2595
2026-04-24 14:59:21 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 16:35:52 | INFO | value_context_rag.models.rag_training | Epoch 7/20 loss=0.0759 macro_f1=0.2701
2026-04-24 16:38:02 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 18:14:32 | INFO | value_context_rag.models.rag_training | Epoch 8/20 loss=0.0709 macro_f1=0.2803
2026-04-24 18:16:40 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 19:53:11 | INFO | value_context_rag.models.rag_training | Epoch 9/20 loss=0.0660 macro_f1=0.2800
2026-04-24 19:55:22 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 21:31:18 | INFO | value_context_rag.models.rag_training | Epoch 10/20 loss=0.0607 macro_f1=0.2776
2026-04-24 21:32:30 | INFO | value_context_rag.models.rag_training | Saved last checkpoint to results/rag_architectures/checkpoints/deberta_doc_cross_attention_rag_seed7_deberta-v3-large_last.pt
2026-04-24 23:08:25 | INFO | value_context_rag.models.rag_training | Epoch 11/20 loss=0.0558 macro_f1=0.2727
2026-04-24 23:08:25 | INFO | value_context_rag.models.rag_training | Early stopping after 3 epochs without improvement
2026-04-24 23:08:25 | INFO | value_context_rag.data.dataset | Loading label names from raw data
2026-04-24 23:10:34 | INFO | value_context_rag.data.dataset | Loading split test
2026-04-24 23:12:25 | INFO | value_context_rag.models.rag_training | test KB coverage: zero-valid-KB 0/14569 (0.00%)
